Code,Price_SellY_Flag,BarSinceEntry,Price_SellY,Price_SellY1,Price_SellS,Price_SellS1,dLastPrice,dProfitRate,Buy_time,nVolume,nCanUseVolume,PositionProfit,ATR_Start_time,dMarketValue,Tradingday,Price_BuyK,mBuy_KIndex,mLast_KIndex,strInstrumentID,ATR_BuyK,tradedirection
,,,,,,,,,,,,,,,,,,,,,49
